date,A01,A21,A22,A23,A24,A41,A42,A43,A44,A45,A46,A47,A61,A62,A63,A99,B01,B02,B03,B04,B05,B06,B07,B08,B09,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B41,B42,B43,B44,B60,B61,B62,B63,B64,B65,B66,B67,B68,B81,B82,B99,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C21,C22,C23,C25,C30,C40,C99,D01,D02,D03,D04,D05,D06,D07,D10,D21,D99,E01,E02,E03,E04,E05,E06,E21,E99,F01,F02,F03,F04,F05,F15,F16,F17,F21,F22,F23,F24,F25,F26,F27,F28,F41,F42,F99,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G16,G21,G99,H01,H02,H03,H04,H05,H99,Y02,Y04
1981-08-11,48,5,4,14,5,5,2,4,3,5,2,22,76,2,23,NULL,55,3,5,4,6,1,2,3,NULL,8,6,20,1,13,3,5,NULL,30,5,4,7,NULL,14,NULL,1,NULL,38,5,17,6,3,47,3,2,NULL,NULL,NULL,NULL,13,4,10,9,2,2,125,70,25,17,11,14,NULL,NULL,2,8,3,7,2,NULL,NULL,5,2,1,6,5,20,1,1,11,NULL,8,10,3,12,8,4,18,NULL,8,33,3,5,2,3,78,2,5,3,1,15,6,3,3,9,12,5,NULL,86,17,39,6,19,16,9,5,11,14,21,2,1,3,NULL,98,25,20,33,17,NULL,63,1
1981-08-18,36,NULL,2,12,7,4,1,4,2,4,2,11,70,1,12,NULL,51,1,8,7,10,3,2,2,1,12,11,33,1,14,11,6,NULL,31,6,4,15,NULL,13,4,NULL,2,42,5,21,11,6,52,8,3,NULL,NULL,NULL,NULL,15,10,8,9,NULL,2,132,77,27,20,10,11,NULL,NULL,4,13,11,6,5,NULL,NULL,9,NULL,2,5,6,9,1,NULL,8,NULL,6,6,5,22,8,9,24,NULL,12,36,8,6,NULL,3,57,1,5,1,8,30,13,1,1,13,5,8,NULL,103,20,45,4,25,22,7,12,8,9,19,NULL,1,7,NULL,101,32,28,42,14,NULL,89,1
1981-08-25,47,3,2,14,6,3,1,2,3,4,4,38,84,4,19,NULL,50,2,5,6,7,1,2,1,NULL,12,9,27,7,11,4,5,1,46,2,10,10,NULL,16,7,2,2,32,4,7,7,7,52,9,1,NULL,NULL,NULL,NULL,18,4,17,8,1,2,88,62,32,19,7,16,NULL,2,4,7,7,13,2,NULL,NULL,8,NULL,5,7,9,17,1,3,9,NULL,4,7,5,22,11,3,23,NULL,21,39,5,10,6,10,60,1,6,2,11,18,15,3,4,12,3,2,NULL,82,20,52,2,13,12,8,7,14,7,25,NULL,NULL,11,NULL,92,30,28,34,19,NULL,86,NULL
1981-09-01,43,2,6,8,5,5,2,5,4,11,2,24,76,5,20,NULL,66,NULL,6,3,11,NULL,2,2,NULL,14,10,18,8,12,4,8,4,23,3,1,17,NULL,17,3,1,3,45,1,18,13,2,47,10,4,NULL,NULL,NULL,NULL,21,9,8,19,1,1,90,71,44,17,11,16,1,NULL,7,7,14,8,1,NULL,NULL,6,2,1,4,2,18,NULL,NULL,5,NULL,4,13,4,12,12,4,24,NULL,12,29,6,7,6,8,75,NULL,3,5,9,19,6,5,6,15,7,6,NULL,84,14,61,5,12,13,6,9,7,10,23,1,NULL,8,NULL,78,26,31,35,20,NULL,87,NULL
1981-09-08,39,2,1,12,5,7,4,3,4,12,2,25,64,5,24,NULL,49,5,4,2,8,2,8,1,NULL,17,6,38,8,11,7,7,5,35,1,5,8,NULL,15,3,1,2,36,9,18,10,5,54,5,5,2,NULL,2,NULL,15,12,11,8,1,1,122,63,29,16,11,19,1,1,6,21,9,16,3,NULL,NULL,7,2,2,8,4,12,NULL,1,8,NULL,8,8,2,12,13,6,17,NULL,12,28,4,10,4,5,71,4,4,5,13,34,6,5,8,9,8,2,NULL,83,13,35,3,22,21,13,8,9,7,20,NULL,NULL,9,NULL,116,31,20,33,24,NULL,80,NULL
1981-09-15,33,3,2,14,7,3,NULL,4,3,8,2,23,88,6,20,NULL,61,3,11,4,12,3,2,1,NULL,15,11,24,5,14,10,9,2,43,7,7,8,NULL,18,4,4,NULL,46,8,9,5,4,43,6,NULL,1,NULL,2,NULL,19,15,16,12,1,1,112,64,36,24,14,10,2,1,6,14,19,5,2,NULL,NULL,7,2,2,4,7,10,NULL,2,10,NULL,11,4,NULL,25,8,5,27,NULL,16,34,10,15,2,2,77,NULL,8,5,10,15,7,1,7,8,4,3,NULL,95,19,30,3,15,24,6,11,12,4,21,NULL,1,8,NULL,70,32,31,32,20,NULL,68,1
1981-09-22,46,1,1,9,3,2,2,5,6,4,1,27,66,2,22,NULL,66,2,6,3,7,NULL,NULL,4,NULL,11,15,24,5,13,4,6,3,25,3,3,12,NULL,21,2,2,1,48,1,18,13,7,43,5,3,NULL,NULL,3,NULL,11,13,9,8,1,1,111,70,31,22,4,13,3,NULL,13,15,11,14,5,NULL,NULL,2,3,5,4,4,12,2,1,8,NULL,7,9,3,19,18,6,28,NULL,18,27,5,10,3,5,76,1,2,2,7,22,7,4,7,5,7,3,NULL,88,20,39,9,12,19,4,1,10,10,30,1,NULL,14,NULL,95,27,34,41,13,NULL,74,NULL
1981-09-29,39,2,3,13,6,2,2,3,5,3,3,18,77,1,26,NULL,82,NULL,3,1,9,NULL,3,2,1,22,12,23,10,14,7,3,5,27,3,3,17,NULL,14,1,4,3,40,4,7,4,11,40,1,8,NULL,NULL,1,NULL,25,11,10,10,2,1,83,62,28,25,15,12,NULL,NULL,5,14,13,8,6,NULL,NULL,4,1,3,6,NULL,13,2,1,6,NULL,2,4,3,18,6,1,24,NULL,13,33,3,7,3,5,76,3,1,3,16,31,9,1,3,13,16,7,NULL,91,24,54,4,15,11,2,6,5,10,15,2,NULL,19,NULL,97,36,24,38,20,NULL,105,2
1981-10-06,42,4,4,20,5,4,3,1,4,4,2,16,86,1,22,NULL,54,1,6,NULL,6,1,3,NULL,NULL,14,10,28,6,9,9,9,3,27,3,2,9,NULL,17,1,1,7,44,3,12,10,5,61,7,5,NULL,NULL,1,NULL,17,12,12,20,1,3,109,73,34,17,1,25,1,1,4,15,9,9,7,NULL,NULL,8,1,2,5,5,10,NULL,NULL,8,NULL,3,9,3,16,11,7,25,NULL,16,29,3,11,7,6,64,2,9,3,11,23,13,6,1,6,4,4,NULL,92,21,51,10,20,25,3,6,6,5,20,1,1,13,NULL,100,29,22,38,19,NULL,78,1
1981-10-13,27,3,6,15,4,4,1,5,2,8,1,21,88,6,24,NULL,47,4,8,1,16,NULL,2,3,NULL,12,8,26,5,15,6,10,2,29,2,3,11,NULL,17,5,2,5,43,3,15,15,4,51,6,2,NULL,NULL,1,NULL,15,8,13,13,1,1,107,61,34,18,8,12,2,1,11,11,9,11,NULL,NULL,NULL,9,1,2,4,1,16,1,1,10,NULL,4,7,6,17,9,6,16,NULL,9,45,1,4,2,4,71,2,4,4,6,18,7,4,4,9,8,6,NULL,91,23,46,3,17,23,4,4,11,8,19,NULL,NULL,10,NULL,90,27,38,39,35,NULL,82,NULL
1981-10-20,33,2,3,14,8,4,NULL,1,4,3,NULL,28,75,2,21,NULL,63,4,4,2,17,3,2,1,1,14,9,34,3,13,8,8,3,34,1,5,12,NULL,18,5,1,3,38,6,8,10,1,47,9,6,1,NULL,NULL,NULL,20,9,11,13,1,1,97,70,37,26,7,11,1,NULL,4,14,7,10,1,NULL,NULL,11,3,5,6,3,18,NULL,NULL,12,NULL,7,9,3,31,10,6,23,NULL,16,31,6,17,4,5,85,3,1,NULL,10,18,15,7,3,11,2,7,NULL,91,14,51,3,11,18,5,7,11,11,21,NULL,1,7,NULL,119,26,21,30,20,NULL,69,2
1981-10-27,42,2,1,8,3,6,NULL,7,5,6,1,31,75,7,16,NULL,53,NULL,3,4,7,4,2,5,NULL,10,4,15,4,8,2,2,4,15,5,NULL,11,NULL,16,1,2,3,44,3,9,8,9,30,5,3,NULL,NULL,NULL,NULL,10,10,9,15,4,2,108,82,40,22,8,8,1,1,8,10,15,16,1,NULL,NULL,6,4,2,1,8,10,NULL,2,7,NULL,6,6,4,25,9,3,29,NULL,15,23,4,12,2,7,87,4,1,4,9,28,6,4,NULL,14,8,9,NULL,87,20,48,2,10,17,6,11,10,13,17,NULL,1,15,NULL,104,31,33,25,21,NULL,80,NULL
1981-11-03,34,1,4,16,2,4,2,5,2,6,NULL,18,60,3,19,NULL,53,2,5,6,8,NULL,4,NULL,NULL,14,14,23,3,13,3,7,5,29,5,1,9,NULL,11,2,NULL,6,23,4,9,11,5,50,4,1,NULL,NULL,1,NULL,20,5,15,15,2,3,86,68,24,37,8,14,3,1,10,20,12,8,1,NULL,NULL,6,4,10,10,6,7,1,3,10,NULL,9,6,6,19,9,5,24,NULL,11,25,3,7,4,6,74,1,15,2,14,15,10,3,4,11,9,4,NULL,106,19,51,6,21,32,8,3,9,10,15,NULL,NULL,12,NULL,96,16,15,34,23,NULL,72,NULL
1981-11-10,38,3,2,11,1,1,NULL,3,4,8,2,20,86,5,27,NULL,58,NULL,1,4,15,1,6,1,1,17,11,23,6,10,4,4,1,26,2,4,7,NULL,19,4,3,3,38,5,13,6,7,42,5,2,NULL,NULL,1,NULL,17,4,5,9,1,2,113,76,37,20,6,14,1,NULL,3,12,9,9,4,NULL,NULL,5,3,1,NULL,5,9,1,NULL,4,NULL,4,4,1,15,7,5,27,NULL,9,11,3,9,2,1,59,1,5,3,13,18,9,1,11,11,12,5,NULL,97,28,51,5,19,18,11,12,14,8,29,NULL,NULL,13,NULL,81,28,27,39,16,NULL,55,2
1981-11-17,48,2,3,14,10,6,1,2,2,8,1,35,94,2,21,NULL,59,1,6,2,12,1,3,4,1,15,11,32,4,10,9,11,3,40,1,4,10,NULL,11,4,1,2,38,2,9,15,3,61,7,3,NULL,NULL,NULL,NULL,15,4,17,13,2,2,112,71,35,22,12,8,NULL,NULL,3,12,7,6,2,NULL,NULL,18,3,1,3,3,17,2,1,4,NULL,6,10,1,14,15,6,15,NULL,19,52,5,2,1,7,64,4,1,2,11,28,7,2,6,11,7,4,NULL,105,16,36,3,12,18,1,4,7,16,29,NULL,NULL,2,NULL,81,26,23,39,17,NULL,79,NULL
1981-11-24,40,1,2,10,6,8,NULL,3,3,6,2,19,83,4,28,NULL,74,NULL,4,3,15,2,2,1,NULL,8,5,22,4,5,9,3,4,36,6,3,15,NULL,22,3,4,3,39,6,20,11,8,59,7,2,NULL,NULL,1,NULL,16,6,13,8,4,2,94,72,31,31,7,18,NULL,NULL,6,12,9,13,3,NULL,NULL,6,4,2,4,8,12,NULL,NULL,12,NULL,9,11,6,17,12,5,22,NULL,19,26,5,11,3,3,66,1,7,3,16,17,8,1,2,8,13,9,NULL,92,19,48,3,18,16,4,6,8,4,28,NULL,NULL,14,NULL,86,23,24,42,13,NULL,81,NULL
1981-12-01,35,4,5,18,9,8,NULL,6,1,5,3,22,82,6,24,NULL,65,1,6,4,8,NULL,6,NULL,NULL,6,15,28,5,14,8,11,2,39,8,2,12,NULL,16,2,NULL,5,28,3,12,10,4,40,6,2,NULL,NULL,1,NULL,23,12,24,16,NULL,NULL,66,74,25,22,14,11,2,1,7,6,14,6,3,1,NULL,8,3,3,3,8,11,1,1,9,NULL,4,12,3,14,20,4,23,NULL,16,27,6,9,7,5,70,1,6,4,13,24,15,2,5,10,5,1,NULL,77,26,33,7,15,22,9,7,11,4,19,1,NULL,6,NULL,72,17,20,37,17,NULL,71,NULL
1981-12-08,32,1,1,6,3,2,2,4,2,2,1,17,83,5,20,NULL,49,4,4,3,3,3,1,2,NULL,14,13,25,1,15,2,5,3,30,3,2,5,NULL,13,2,NULL,2,33,4,12,13,6,43,6,7,NULL,NULL,NULL,NULL,14,15,9,9,4,3,104,73,42,19,11,17,2,NULL,4,10,4,9,2,NULL,NULL,4,3,3,5,NULL,14,1,3,4,NULL,7,11,5,14,10,4,19,NULL,8,38,3,10,1,3,79,3,6,4,9,18,11,4,5,11,4,4,NULL,67,14,52,2,18,18,5,4,8,14,21,2,NULL,15,NULL,76,26,25,30,18,NULL,68,NULL
1981-12-15,31,2,NULL,10,6,2,1,1,3,2,2,25,78,2,19,NULL,73,NULL,6,3,5,1,2,2,NULL,16,8,26,8,12,2,10,1,22,2,2,7,NULL,10,4,NULL,2,42,4,12,8,4,50,9,2,NULL,NULL,NULL,NULL,16,9,8,6,1,2,107,76,18,24,7,16,NULL,NULL,6,9,6,9,5,NULL,NULL,4,2,4,1,4,12,NULL,1,9,NULL,6,8,5,7,12,7,20,NULL,16,42,3,6,2,NULL,68,4,4,2,6,18,8,1,1,13,4,4,NULL,92,12,31,6,10,21,4,3,8,8,21,1,NULL,8,NULL,94,24,35,35,17,NULL,76,NULL
1981-12-22,43,1,5,18,8,3,NULL,2,6,2,2,23,88,2,25,NULL,57,NULL,4,3,12,NULL,1,2,NULL,11,5,21,6,7,7,4,5,28,7,4,7,NULL,9,3,2,2,30,5,10,10,6,42,2,4,NULL,NULL,NULL,NULL,7,10,5,10,1,1,104,64,33,23,10,18,NULL,NULL,8,12,9,9,NULL,NULL,NULL,4,2,NULL,6,3,14,NULL,1,4,NULL,4,6,2,13,6,5,19,NULL,12,42,3,5,3,2,59,1,3,1,7,16,13,5,5,10,7,4,NULL,87,18,52,6,13,21,5,9,15,9,16,1,NULL,4,NULL,90,32,20,30,21,NULL,59,1
1981-12-29,33,3,7,17,5,3,1,1,8,11,3,22,75,2,20,NULL,62,5,9,2,9,1,3,1,NULL,9,7,10,4,10,6,5,3,22,3,3,5,NULL,20,5,NULL,2,31,4,12,6,8,47,6,1,NULL,NULL,4,NULL,22,12,10,12,3,1,99,61,35,20,10,11,1,NULL,6,9,9,10,5,NULL,NULL,4,3,1,5,2,11,NULL,NULL,8,NULL,8,10,5,18,11,4,14,NULL,9,30,3,10,3,2,65,NULL,4,4,9,21,12,2,3,10,10,7,NULL,77,20,42,10,9,20,9,3,13,10,21,NULL,NULL,6,NULL,85,27,26,35,16,NULL,72,1
1982-01-05,39,2,3,8,3,2,NULL,5,8,11,2,25,85,NULL,21,NULL,51,1,5,2,8,3,2,1,NULL,16,8,20,3,10,4,3,3,32,3,3,6,NULL,17,2,1,2,30,4,11,4,3,46,5,2,NULL,NULL,3,NULL,24,5,12,10,1,2,96,59,38,35,6,5,NULL,1,5,10,12,6,5,NULL,NULL,5,5,3,2,4,10,NULL,3,12,NULL,11,7,2,20,6,4,14,NULL,13,32,6,9,4,1,70,1,3,2,12,17,5,3,6,8,14,3,NULL,82,22,31,3,13,13,3,7,7,7,19,NULL,NULL,6,NULL,91,32,24,35,19,NULL,78,2
1982-01-12,47,2,2,19,3,2,NULL,4,6,8,1,17,80,1,23,NULL,44,3,2,2,7,1,3,1,NULL,18,4,22,3,7,6,4,1,26,2,3,10,NULL,16,2,3,3,47,3,13,13,2,43,5,7,NULL,NULL,3,NULL,18,7,12,9,2,3,116,61,25,16,10,15,1,1,9,7,13,10,2,NULL,NULL,3,2,1,5,2,11,1,NULL,6,NULL,8,9,1,11,5,4,23,NULL,10,21,3,10,4,3,73,6,6,1,9,23,7,3,6,11,5,2,NULL,87,20,41,5,14,24,11,5,16,10,24,1,1,2,NULL,93,14,15,40,16,NULL,75,2
1982-01-19,40,4,NULL,11,8,4,NULL,2,6,5,2,28,70,5,23,NULL,48,4,4,3,17,4,2,2,NULL,11,10,14,2,7,4,5,4,27,3,3,18,NULL,19,2,1,3,29,3,16,7,5,44,3,2,NULL,NULL,2,NULL,16,14,16,6,2,1,89,78,40,14,15,20,2,NULL,6,15,15,8,NULL,NULL,NULL,5,2,1,4,2,12,2,NULL,11,NULL,6,13,2,14,8,7,18,NULL,15,35,8,15,5,3,65,NULL,2,1,13,14,16,NULL,7,7,6,2,NULL,94,15,38,11,12,12,6,2,17,8,12,NULL,NULL,9,NULL,82,30,31,32,19,NULL,65,NULL
1982-01-26,37,1,3,8,8,4,2,2,2,3,NULL,30,85,NULL,18,NULL,63,1,3,1,6,1,4,NULL,NULL,10,6,23,3,3,6,1,3,30,2,1,7,NULL,10,2,4,2,30,3,7,6,8,45,7,3,1,NULL,1,NULL,19,7,14,17,NULL,2,99,67,21,27,3,10,2,2,5,11,11,14,6,NULL,NULL,NULL,NULL,3,5,8,12,2,2,2,NULL,10,7,5,18,14,5,20,NULL,12,33,2,3,7,2,57,1,3,4,13,29,8,3,3,7,7,4,NULL,91,24,25,5,13,21,6,2,5,6,25,NULL,NULL,12,NULL,87,22,28,49,23,NULL,84,2
1982-02-02,32,4,4,14,3,2,NULL,2,4,5,1,19,59,1,15,NULL,55,4,5,3,18,NULL,2,1,NULL,19,8,20,4,5,6,5,2,15,2,2,7,NULL,20,3,1,2,43,6,18,6,2,54,3,1,1,NULL,NULL,NULL,16,10,9,7,1,NULL,86,58,33,18,6,9,NULL,NULL,7,10,7,8,4,NULL,NULL,3,1,3,1,2,17,NULL,NULL,4,NULL,8,2,8,11,8,3,19,NULL,8,29,6,7,4,4,69,3,7,4,11,23,10,2,1,13,7,4,NULL,80,16,50,3,22,26,6,4,8,8,34,1,NULL,17,NULL,105,28,26,51,22,NULL,74,NULL
1982-02-09,38,2,1,14,NULL,1,NULL,4,2,3,NULL,20,68,1,13,NULL,25,2,NULL,4,8,1,4,4,NULL,7,7,19,3,8,3,2,2,19,NULL,1,7,NULL,10,4,2,5,24,2,8,8,5,34,4,2,NULL,NULL,NULL,NULL,15,4,8,5,1,2,58,49,31,15,6,3,1,6,8,8,11,3,1,NULL,NULL,6,1,2,3,3,11,1,NULL,4,NULL,3,8,2,14,7,3,11,NULL,14,22,1,5,4,4,37,2,3,3,8,15,13,1,1,10,5,5,NULL,79,13,33,5,22,17,5,4,7,7,20,2,1,12,NULL,81,37,21,35,21,NULL,53,2
1982-02-16,42,NULL,NULL,13,3,4,1,2,3,3,NULL,16,73,2,9,NULL,41,3,1,1,8,2,1,2,NULL,9,6,16,3,7,3,5,2,25,2,1,6,NULL,11,6,4,NULL,24,2,6,4,NULL,32,3,2,NULL,NULL,NULL,NULL,19,4,5,10,3,6,87,43,24,12,7,10,NULL,NULL,7,6,6,7,5,NULL,NULL,8,1,2,9,6,3,NULL,NULL,4,NULL,3,8,NULL,12,7,1,15,NULL,12,19,3,8,3,3,44,4,7,1,14,20,11,1,5,8,8,2,NULL,75,17,32,7,13,14,1,8,6,8,20,1,NULL,7,NULL,94,32,25,35,16,NULL,54,1
1982-02-23,36,1,1,10,3,6,2,5,NULL,4,NULL,21,55,1,13,NULL,46,1,4,4,7,NULL,3,1,NULL,11,9,23,4,9,4,9,6,15,5,3,6,NULL,6,NULL,2,1,33,3,9,4,4,45,4,2,NULL,NULL,2,NULL,11,6,7,9,1,4,75,43,19,14,3,10,4,NULL,7,9,3,11,2,NULL,NULL,9,3,2,2,3,7,NULL,1,3,NULL,4,6,1,11,3,4,18,NULL,6,10,7,7,5,3,36,1,5,3,8,19,7,1,2,7,9,4,NULL,66,10,30,2,7,18,9,1,7,2,25,NULL,NULL,5,NULL,79,21,21,53,11,NULL,55,1
1982-03-02,26,NULL,5,10,2,2,2,6,4,4,1,24,55,NULL,17,NULL,39,1,11,2,11,2,3,2,1,13,8,19,4,7,2,6,1,12,4,2,6,NULL,10,1,2,3,35,1,5,5,1,30,5,2,NULL,NULL,1,NULL,13,8,6,3,3,2,86,45,19,19,3,13,1,NULL,8,11,13,7,3,NULL,NULL,5,NULL,NULL,2,1,6,1,1,3,NULL,7,4,2,10,9,4,14,NULL,9,15,3,5,2,3,59,2,4,NULL,2,4,5,1,2,7,7,2,NULL,68,11,23,2,13,15,3,7,11,5,21,NULL,NULL,2,NULL,91,28,31,39,17,NULL,55,NULL
1982-03-09,28,3,1,10,9,1,1,2,1,2,NULL,26,66,1,13,NULL,64,1,4,1,10,NULL,5,2,1,7,9,32,2,7,5,5,4,26,4,2,5,NULL,14,2,4,4,39,7,15,10,11,45,7,4,NULL,NULL,NULL,NULL,11,11,9,11,2,3,93,56,26,21,8,22,2,1,4,10,5,6,4,NULL,NULL,6,3,1,3,5,7,1,NULL,5,NULL,5,14,7,13,8,5,10,NULL,17,40,5,5,5,3,65,2,6,2,8,6,8,2,7,7,12,3,NULL,86,19,34,2,18,26,9,7,14,8,21,NULL,1,7,NULL,104,33,25,44,19,NULL,68,1
1982-03-16,41,1,1,9,10,4,1,3,3,9,5,31,65,3,25,NULL,54,2,6,2,8,3,6,2,NULL,14,8,23,8,7,7,6,3,23,1,4,5,NULL,9,2,2,3,38,2,13,10,3,45,4,2,NULL,NULL,2,NULL,22,13,14,10,1,1,78,53,20,23,4,11,2,1,4,17,6,8,1,NULL,NULL,7,2,2,6,3,7,1,1,13,NULL,11,8,3,9,5,4,26,NULL,15,18,3,7,2,2,51,2,4,2,6,20,12,5,2,11,2,2,NULL,89,17,42,13,16,24,10,2,12,11,29,NULL,NULL,5,NULL,110,29,37,51,21,NULL,79,NULL
1982-03-23,30,1,3,6,6,2,1,1,1,3,1,22,85,2,21,NULL,47,3,6,NULL,9,2,3,1,1,10,7,28,4,7,5,1,3,15,1,NULL,4,NULL,15,3,3,3,32,2,15,7,2,40,4,3,NULL,NULL,1,NULL,20,7,4,8,4,2,93,74,32,23,12,20,NULL,NULL,4,10,13,4,NULL,NULL,NULL,3,1,3,2,2,4,2,1,6,NULL,10,12,1,21,7,6,14,NULL,12,19,7,12,5,2,52,2,6,2,11,19,5,3,6,6,1,4,NULL,101,13,40,7,10,16,5,11,14,12,36,3,1,5,NULL,93,35,40,36,25,NULL,73,3
1982-03-30,45,3,3,14,1,3,1,1,3,9,2,27,99,NULL,26,NULL,47,1,2,3,14,NULL,2,1,NULL,14,5,22,4,6,4,5,3,13,3,NULL,11,NULL,15,1,NULL,3,41,1,12,3,NULL,43,5,1,NULL,NULL,NULL,NULL,8,5,5,4,NULL,2,128,63,25,23,4,11,NULL,1,12,6,11,4,5,NULL,NULL,6,1,3,5,5,9,1,1,7,NULL,6,11,9,11,8,3,12,NULL,7,29,1,10,1,3,54,1,7,2,10,17,7,4,2,8,7,3,NULL,94,23,40,9,18,26,5,5,10,6,35,1,NULL,6,NULL,81,39,33,46,21,NULL,62,2
1982-04-06,53,2,4,10,4,1,NULL,8,1,7,NULL,24,88,1,30,NULL,58,4,3,2,12,NULL,4,2,2,11,10,30,8,5,4,7,4,27,7,NULL,11,NULL,14,2,NULL,5,32,5,17,8,7,34,5,4,1,NULL,1,NULL,12,11,13,10,1,1,95,47,26,10,5,8,NULL,NULL,5,9,12,12,4,NULL,NULL,5,2,1,5,6,14,1,1,7,NULL,6,4,2,10,8,7,24,NULL,5,21,2,7,1,4,58,1,5,1,6,10,9,4,3,7,9,4,NULL,75,10,28,6,24,31,8,4,18,6,28,2,NULL,7,NULL,96,38,32,44,35,NULL,54,NULL
1982-04-13,34,1,2,13,5,6,1,2,4,3,1,28,81,2,19,NULL,53,2,4,1,9,1,3,2,NULL,5,4,23,2,10,3,3,1,14,3,1,8,NULL,15,4,2,1,43,8,18,10,5,52,7,3,2,NULL,1,NULL,18,8,6,8,1,2,100,68,28,34,9,13,NULL,NULL,5,8,13,8,2,NULL,NULL,4,1,1,3,1,9,NULL,NULL,12,NULL,3,8,2,18,5,4,17,NULL,11,18,7,7,3,3,54,NULL,4,NULL,4,20,14,5,4,10,11,4,NULL,93,14,46,5,19,16,5,9,6,8,21,NULL,1,7,NULL,91,24,20,29,21,NULL,82,1
1982-04-20,32,1,2,17,3,7,NULL,2,6,7,4,22,77,2,15,NULL,55,3,6,3,18,1,1,4,1,2,7,20,2,10,3,7,4,31,6,4,7,NULL,14,3,NULL,5,39,4,20,8,2,44,8,NULL,NULL,NULL,NULL,NULL,21,4,12,13,NULL,1,93,51,24,35,7,15,1,2,9,14,16,4,3,NULL,NULL,2,1,1,1,4,14,NULL,NULL,7,NULL,10,7,2,10,12,2,17,NULL,13,36,6,12,4,8,64,3,1,2,9,20,11,3,4,5,8,4,NULL,68,13,38,6,16,24,11,8,7,12,22,1,NULL,4,NULL,94,22,26,39,23,NULL,72,NULL
1982-04-27,36,2,NULL,12,7,2,2,3,2,5,2,17,103,3,25,NULL,56,4,13,3,6,1,1,3,1,11,6,26,5,3,6,2,4,21,1,2,11,NULL,18,NULL,NULL,1,39,4,12,8,11,40,7,NULL,1,NULL,NULL,NULL,16,9,4,12,3,2,99,49,25,31,17,9,1,NULL,10,12,14,16,NULL,NULL,NULL,4,1,5,2,3,10,2,1,6,NULL,6,8,3,10,4,3,27,NULL,12,31,6,5,3,3,60,2,3,NULL,7,19,13,3,5,6,6,7,NULL,82,22,38,6,16,20,10,9,6,7,23,NULL,1,14,NULL,85,37,19,36,23,NULL,83,NULL
1982-05-04,37,3,3,11,4,7,NULL,3,1,7,2,15,88,3,24,NULL,54,NULL,4,2,7,NULL,1,1,NULL,9,4,30,7,13,9,4,3,19,2,2,6,NULL,19,5,3,4,39,7,18,8,1,33,6,2,NULL,NULL,1,NULL,16,7,17,17,3,NULL,117,55,21,23,6,17,1,2,4,6,13,6,1,NULL,NULL,5,2,1,4,5,15,NULL,3,8,NULL,8,8,6,7,7,8,6,NULL,12,43,2,1,NULL,4,52,1,5,2,7,18,8,1,4,11,5,9,NULL,82,16,37,3,21,21,9,9,12,8,23,NULL,NULL,5,NULL,90,29,26,33,23,NULL,83,1
1982-05-11,38,1,1,9,6,1,NULL,1,2,7,2,16,86,3,8,NULL,61,1,2,1,11,NULL,1,NULL,NULL,9,5,28,3,12,8,6,4,26,1,1,6,NULL,21,2,NULL,4,30,2,11,7,6,45,7,2,NULL,NULL,NULL,NULL,14,14,8,7,NULL,1,132,65,30,20,9,15,1,NULL,4,9,11,11,2,NULL,NULL,2,NULL,3,6,4,9,2,NULL,6,NULL,6,16,3,13,8,4,17,NULL,16,26,6,14,6,3,73,1,9,NULL,8,16,7,1,4,11,14,9,NULL,85,27,48,2,12,13,1,7,4,5,19,1,NULL,3,NULL,98,31,21,29,20,NULL,71,1
1982-05-18,40,1,3,12,3,NULL,1,3,5,3,2,20,72,1,24,NULL,46,3,6,1,15,NULL,4,2,NULL,13,9,23,6,5,7,2,7,27,4,1,6,NULL,13,2,NULL,4,14,6,9,4,2,39,6,NULL,NULL,NULL,2,NULL,20,10,15,19,1,2,63,76,24,24,10,11,2,1,8,12,14,8,7,NULL,NULL,2,2,1,2,2,13,1,NULL,5,NULL,5,14,2,17,8,3,18,NULL,17,36,1,8,4,4,52,2,1,2,11,15,10,3,9,13,9,3,NULL,78,16,46,3,13,16,NULL,2,8,12,30,NULL,NULL,10,NULL,73,26,27,35,18,NULL,72,NULL
1982-05-25,37,2,5,14,6,3,NULL,6,5,7,1,34,91,3,11,NULL,51,2,2,1,10,NULL,2,1,1,15,11,29,11,6,7,5,3,16,2,7,6,NULL,7,1,NULL,1,29,2,13,11,4,59,11,5,NULL,NULL,3,NULL,16,8,10,8,3,2,94,63,20,23,7,16,2,NULL,6,13,12,12,3,NULL,NULL,3,5,3,6,4,15,NULL,3,9,NULL,3,3,NULL,11,10,6,6,NULL,10,33,4,7,1,1,52,3,4,2,12,10,6,4,3,9,3,4,NULL,81,21,34,3,14,13,8,3,15,12,27,1,NULL,6,NULL,107,29,24,36,19,NULL,68,NULL
